Producteur,AssemblageCepage,Millesime,Region,Pays,Contenance,ContenanceUnit,DegreeAlcool,appellation,CommBouche,CommOeil,CommNez,CommVin,Temperature,BestBefore,BestAfter,Prix,PrixDevise,DateCrawl,Couleur,UrlImage,UrlPageVin,UrlSiteSource,NomVin
La Vinsobraise,"Grenache, Syrah, Mourvèdre ",2015,Vallée du Rhône,France,75,cl,14.5,Vinsobres,La robe revêt un rouge rubis. ,"A l'image du nez, la bouche fait preuve d'une belle structure et d'une persistance sur des notes de fruits noirs et rouges.",Le nez est fin et complexe. Il présente de forts arômes de fruits mûrs et de réglisse.,"La Vinsobraise est une coopérative créée en 1947 qui compte aujourd'hui plus de 250 vignerons et vigneronnes qui partagent tous l'amour de leur terroir et de la qualité de leurs vins.
",0,,,7.99,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1533544933/qbbqatpykei0echfmaot.jpg",https://grandsvins.carrefour.fr/product/la-vinsobraise-origine-vinsobre-bio-2015,https://grandsvins.carrefour.fr,"La Vinsobraise ""Origine"" Vinsobre Bio 2015"
Alain Triboulet,Chardonnay,2016,Bourgogne,France,75,cl,0,Saint-Véran,La robe est d'un jaune doré brillant et limpide aux reflets verts.,"En bouche, le vin est franc, onctueux et délicatement gras. Le bouquet est très fruité sur de jolies touches d'agrumes et de vanille. La finale, parfumée et minérale, est longue et persistante.","Le nez présente des arômes floraux de chèvrefeuille, d'acacia et de fleurs blanches auxquels se mêlent de jolies notes de fruits secs.","Le Domaine du Val Lamartinien, créé en 1932 par Benoît Triboulet, est un domaine familial aujourd'hui aux mains de Hubert et d'Alain, les fils du fondateur. Alors qu'il se situe sur la commune de Lamartine, le vignoble produit des vins blancs en appellation Mâcon-Prissé et Saint-Véran dans le plus grands respects des traditions et de la viticulture. Ces vins ont par ailleurs un joli potentiel de garde, de 5 à 7 ans selon les millésimes.",11,,,7.99,€,12/10/2018 00:00,Blanc,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1516617413/ektx1yprdeyl9r1x8kcq.jpg",https://grandsvins.carrefour.fr/product/domaine-du-val-lamartinien-2016,https://grandsvins.carrefour.fr,Domaine du Val Lamartinien 2016
Les Hauts de Seignol,"Grenache, Mourvèdre",2017,Provence-Corse,France,75,cl,13,Bandol,,,,,10,,,8.05,€,12/10/2018 00:00,Rosé,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1523630118/gmjxcnokk38cugmqf74g.jpg",https://grandsvins.carrefour.fr/product/les-hauts-de-seignol-2017,https://grandsvins.carrefour.fr,Les Haut de Seignol 
Famille Imbert,"Grenache, Cinsault, Niellucciu, Sciaccarellu",2016,Provence-Corse,France,75,cl,12.5,Vin de Corse,,,,"Christian Imbert, père de Marc, est le créateur de l'un des plus beaux domaines viticoles de Corse, rédempteur de ces vins de terroir. En 1964 il achète 120 hectares de maquis Corse près de Porto Vecchio, où après labourage au bulldozer 43 hectares de vignes autochtones sont plantées et 25 hectares d'oliviers. La même année, conception de la cave où les stades de vinification sont superposés pour travailler par gravitation. Innovation avec l’égrappage pour assouplir certaines cuvées. Obtention de l'AOC en 1976, fondation de l'UVA CORSE en 1977.",11,,,8.1,€,12/10/2018 00:00,Rosé,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935218/eeycaa7nwlvhlftohp99.jpg",https://grandsvins.carrefour.fr/product/domaine-torraccia-2016,https://grandsvins.carrefour.fr,Domaine Torraccia 2016
Domaine de Torraccia,"Grenache, Cinsault, Niellucciu, Sciaccarellu",2017,Provence-Corse,France,75,cl,12.5,Corse Porto Vecchio,La robe est d'un rose pâle et brillant.,"En bouche, le vin est frais et fruité, très gourmand.",Le nez dévoile des arômes de fruits rouges frais.,"Ce sont près de 2 600 hectares qui sont cultivés sur l’Île de Beauté, dont 55% de la production sont des vins rosés, 33% des vins rouges, et 12% des vins blancs.
",9,,,8.1,€,12/10/2018 00:00,Rosé,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1527496006/e9nsuga0rjy6x1wpoalp.jpg",https://grandsvins.carrefour.fr/product/domaine-torraccia-nivatoli-rose-2017,https://grandsvins.carrefour.fr,"Domaine de Torraccia ""Nivatoli"" Rosé 2017 "
Vallée-Mercier,Cabernet Franc,2015,Val de Loire,France,75,cl,12.5,Saint-Nicolas-de-Bourgueil,La robe est rouge poupre avec des reflets violets,La bouche est ample avec une belle tenue. Les arômes de fruits et les tanins se marient à merveilles,Le nez est subtil sur des notes de petits fruits noirs,"Le label &quot;Reflets de France&quot; créé en 1996 souhaite mettre en avant un art de vivre à la française. Reflets de France attache une importance considérable à sélectionner rigoureusement des produits provenant de producteurs locaux et d’entreprises familiales. Pour cela, Joël Robuchon, chef le plus étoilé du monde et grand connaisseur de la gastronomie française, en est l'ambassadeur. Outre le fait d'associer son nom à cette marque, Joël Robuchon goûte et approuve chacun d'entre eux. Afin de garantir leur qualité, les produits Reflets de France doivent suivre un cahier des charges strict. Ainsi, un grand nombre de personnes peuvent découvrir toutes les richesses emblématiques du patrimoine culinaire français.",17,,,8.2,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1515126623/tggjvruirczla0kqvr9m.jpg",https://grandsvins.carrefour.fr/product/closerie-des-hirondelles-2015-rdf,https://grandsvins.carrefour.fr,"Closerie des Hirondelles 2015 ""Reflets de France"""
Domaine Coste-Caumartin,Chardonnay (100%),2015,Bourgogne,France,75,cl,13,Bourgogne,La robe est jaune claire avec des reflets verts.,La bouche est tendue avec un bel équilibre.,Le nez est frais avec de jolies notes de fleurs blanches.,"Le château de Saint Romain date du XVème siècle. Ancien clos prieural du prieuré de Saint Hilaire, le domaine propose des vins d'une grande puissance aromatique avec un joli potentiel de garde.",12,,,8.2,€,12/10/2018 00:00,Blanc,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1508925945/nm0qxyiwpy3mtld95mr2.jpg",https://grandsvins.carrefour.fr/product/chateau-saint-romain-2015,https://grandsvins.carrefour.fr,Château de Saint-Romain 2015
Domaine des Chesnaies,Chenin,2015,Val de Loire,France,75,cl,12,Coteaux du Layon,La couleur est jaune claire avec de reflets dorés.,La bouche est ample avec des notes de miel et de pain d'épices.,Le nez est gourmand avec des notes fruits exotiques et de miel.,"Le Domaine des Chesnaies est situé proche d'Anjou, au bord du Layon. Ce vin issu du cépage Chenin offre tout son potentiel lorsque le botrytis s'en empare. Ce petit champignon aussi appelé &quot;pourriture noble' offre une sucrosité au vin qui lui est bien particulière. ",12,,,8.2,€,12/10/2018 00:00,Moelleux,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509352454/qxijpj9mkedkljuckwkm.jpg",https://grandsvins.carrefour.fr/product/75-aoc-ctx-du-layon-blc-moel-dom-des-chesnaies-bio-15c6med,https://grandsvins.carrefour.fr,Domaine des Chesnaies 2015
Château Argentiès,"Grenache, Cinsault, Syrah",2017,Languedoc-Roussillon,France,75,cl,13,Languedoc,La robe est d'un rose pâle.,"En bouche, le vin fait preuve d'une belle sucrosité avec du fruit et une petite amertume.",Le nez dévoile des arômes de fruits rouges.,"&quot;Solutions locales pour un désordre global&quot; est le maître mot de la philosophie éco responsable et durable du Château Argentiès, domaine de 400 hectares implanté à Lagrasse, village médiéval situé à proxilité de Carcassonne dans les Corbières.",11,,,8.2,€,12/10/2018 00:00,Rosé,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1528116967/vxzg3rd1m75orzy9mmpx.jpg",https://grandsvins.carrefour.fr/product/chateau-argenties-rose-2017,https://grandsvins.carrefour.fr,Château Argentiès Rosé 2017
Domaine de L'Escarelle,,2017,Provence-Corse,France,75,cl,13.5,Coteaux Varois-en-Provence,La robe est d'un robe pâle aux reflets pêche.,"En bouche, le vin est rond, élégant et fait preuve d'une belle amplitude.",Le nez dévoile des arômes de fleurs comme l'aubépine et la fleur d'acacia.,"Le Château de l'Escarelle, domaine viticole qui se situe au cœur de la Provence, d'une superficie de 105 hectares enclavés en pleine nature de 1100 hectares. Les propriétaires, apportent une attention particulière à un traitement raisonné des vignes et de soins attentifs. Dans un but d'avoir un produit qui soit d'une qualité optimum chaque cépage est sélectionné afin qu'il s'adapte à son terroir. Une structure toujours en quête de vinifier avec précision grâce à un chai traditionnel équipé d'une cuverie développée. ",9,,,8.2,€,12/10/2018 00:00,Rosé,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1524146716/cupgjnvizlo0daxifhca.jpg",https://grandsvins.carrefour.fr/product/escarelle-cuvee-mahaut-rose-2017,https://grandsvins.carrefour.fr,"L'Escarelle ""Cuvée Mahaut"" Rosé 2017"
Château de L'Aumérade,"Grenache, Cinsault",2017,Provence-Corse,France,75,cl,12.5,Côtes de Provence,La robe est d'un rose pâle brillant et limpide.,"En bouche, la douceur domine sur un équilibre tout en rondeur aux saveurs de fleur de sureau.",Le nez révèle des arômes de petits fruits noirs comme la mûre.,Le Château de l'Aumérade fait partie des Crus Classés de Provence.,9,,,8.2,€,12/10/2018 00:00,Rosé,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1524146783/v2ilxaal4i4jc5agoivq.jpg",https://grandsvins.carrefour.fr/product/chateau-aumerade-origine-rose-2017,https://grandsvins.carrefour.fr,"Château de L'Aumérade ""L'Origine"" Rosé 2017"
Vignerons des Terres Secrètes,Chardonnay,2017,Bourgogne,France,75,cl,13,Saint-Véran ,La robe est d'un jaune doré.,"En bouche, le vin est rond et charnu.","Le nez dévoile des arômes de fruits blancs, réhaussés par de jolies notes florales.","Le label &quot;Reflets de France&quot; créé en 1996 souhaite mettre en avant un art de vivre à la française. Reflets de France attache une importance considérable à sélectionner rigoureusement des produits provenant de producteurs locaux et d’entreprises familiales. Pour cela, Joël Robuchon, chef le plus étoilé du monde et grand connaisseur de la gastronomie française, en est l'ambassadeur. Outre le fait d'associer son nom à cette marque, Joël Robuchon goûte et approuve chacun d'entre eux. Afin de garantir leur qualité, les produits Reflets de France doivent suivre un cahier des charges strict. Ainsi, un grand nombre de personnes peuvent découvrir toutes les richesses emblématiques du patrimoine culinaire français.
",11,,,8.2,€,12/10/2018 00:00,Blanc,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1527496208/lqypdhltackextwxn88q.jpg",https://grandsvins.carrefour.fr/product/domaine-des-plantes-blanc-2017,https://grandsvins.carrefour.fr,"Domaine des Plantés ""Reflets de France"" Blanc 2017"
Closerie des Hirondelles,Cabernet Franc,2016,Val de Loire ,France ,75,cl,12.5,Saint Nicolas de Bourgueil,Ce vin est d'une couleur rubis et lumieuse.,Fraîcheur et vitalité de fruits rouges.,Arômes floraux.,"Structure viticole, attachée à la qualité de ses produits et travaillant les sols depuis de nombreuses années. Ayant orienté son travail vers la culture biologique, la demande d'une certification auprès Ecocert s'est effectuée tout naturellement et fut obtenue en 2012.",17,,,8.2,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1527242254/praadripcjndfxstcnh0.jpg",https://grandsvins.carrefour.fr/product/closerie-des-hirondelles-rouge-2016,https://grandsvins.carrefour.fr,Closerie des Hirondelles Rouge 2016
Château Cansac,"Cabernet Franc (40%), Merlot (60%)",2015,Bordeaux,France,150,cl,0,Bordeaux,La robe est d'un rouge violacé soutenu.,"En bouche, le vin présente une attaque veloutée complétée par une belle complexité aromatique et une grande fraîcheur. ",Le nez révèle des arômes très expressifs de fruits rouges et de fruits noirs.,Le château Cansac est un cru bordelais situé en appellation Bordeaux Supérieur.,17,,,8.2,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1516268708/e7rssopp3f5lxq6cyvg7.jpg",https://grandsvins.carrefour.fr/product/chateau-cansac-15-bio,https://grandsvins.carrefour.fr,Château Cansac Bio 2015
Famille Imbert,"Grenache, Syrah, Niellucciu, Sciaccarellu",2013,Provence-Corse,France,75,cl,12.5,Vin de Crose,,,,"Christian Imbert, père de Marc, est le créateur de l'un des plus beaux domaines viticoles de Corse, rédempteur de ces vins de terroir. En 1964 il achète 120 hectares de maquis Corse près de Porto Vecchio et revoit le terrain pour y faire pousser des variétés typiques de raisins corses. 
",0,,,8.3,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1534165628/pv8dyrb07xzpmhaoqlj8.jpg",https://grandsvins.carrefour.fr/product/domaine-de-torracia-cuvee-nivatoli-bio-rouge-2013,https://grandsvins.carrefour.fr,"Domaine de Torracia ""Cuvée Nivatoli"" Bio rouge 2013"
Château d'Hanteillan,"Cabernet Sauvignon, Merlot",2014,Bordeaux ,France ,75,cl,13.5,Haut-Médoc ,La robe est d'un rouge intense et profond.,"En bouche, le vin s'exprime sur un concentré de fruit soutenu par des tanins structurés et une longue finale.","Le nez révèle des arômes intenses de prune, d'épices et de vanille.","Cité dès le XIIème siècle parmi les biens de l'Abbaye de Vertheuil, la propriété fut acquise par une famille de propriétaires terriens qui en fit un des premiers Crus Bourgeois de l'appellation. Elle est acquise par la Famille Mathieu-Blasco en 1972, qui redore son blason, notamment avec une classification en Cru Bourgeois Supérieur en 2003.",17,,,8.35,€,12/10/2018 00:00,Rouge ,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1528117270/ybqmdzr7qbhkxakq7dog.jpg",https://grandsvins.carrefour.fr/product/chateau-hanteillan-rouge-2014,https://grandsvins.carrefour.fr,Château d'Hanteillan Rouge 2014
Michel Chapoutier ,"Grenache, Syrah",2016,Vallée du Rhône ,France,75,cl,14,Côtes du Rhône,Une robe rouge grenat intense.,"En bouche, une attaque franche. Un belle équilibre entre tanins amples et rondeur du fruit.",Un joli nez sur la cerise griotte.,"Michel Chapoutier, maison de la Vallée du Rhône qui existe depuis 1808. Sa devise; &quot;Fac et Spera&quot; que l'on retrouve sur le blason de la maison Chapoutier. Une devise que l'on traduira par &quot;Fais et espère&quot;. La Maison Chapoutier travaille dans un respect constant de la nature et des terroirs. ",16,,,8.45,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1515662119/rzp2iuqxbojwjthtgift.jpg",https://grandsvins.carrefour.fr/product/michel-chapoutier-bio-16,https://grandsvins.carrefour.fr,Michel Chapoutier Bio 2016
Paule Necker,Chasselas (100%),2016,Jura-Savoie,France,75,cl,12,Vin de Savoie,Au nez de beaux arômes fruités.,,"En bouche un vin frais, équilibré et très plaisant.","Nous retrouvons le Château Ripaille dans la région du Jura. Un magnifique domaine entouré de 22 hectares de vignes, voisines du Lac Léman. Le domaine appartient à la même famille depuis 1892: la famille Necker. Au Château de Ripaille, on y produit des vins avec passion et amour. Des vins blancs fruités et aromatiques.",10,,,8.5,€,12/10/2018 00:00,Blanc,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511878344/gmcn4ipz0uqa9a7xujn7.jpg",https://grandsvins.carrefour.fr/product/chateau-de-ripaille-2016,https://grandsvins.carrefour.fr,Château de Ripaille 2016
Château de chamboureau,Chenin (100%),2015,Val de Loire,France,75,cl,13,Savennières,,,,Château Chamboureau est une belle propriété du XVème siècle située au coeur de l'appellation Savannières près de Angers.,12,,,8.5,€,12/10/2018 00:00,Blanc,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511877945/kxv6rhc31qvepk6dlnij.jpg",https://grandsvins.carrefour.fr/product/chateau-de-chamboureau-15,https://grandsvins.carrefour.fr,Château de Chamboureau 2015
Rentz et fils ,Gewurztraminer (100%),2016,Alsace,France,75,cl,0,Alsace,,,,"Le Domaine Edmond Rentz de père en fils depuis 1785. Thomas Rentz se lance dans la viticulture en premier lieu pour sa consommation personnelle ainsi que pour fournir quelques tavernes des alentours. Il transmet sa passion du vignoble et du vin à son fils qui, celui-ci développe la taille du vignoble. Mais c'est à partir de 1920 avec Edmond Rentz donne un véritable élan à la propriété. Depuis Patrick et Catherine Rentz poursuivent l'oeuvre familiale dans le respect du sol en viticulture raisonnée. Ici le cépage Gewurztraminer un des cépages le plus célèbre d'Alsace permet l'élaboration d'un vin charpenté et intense. ",11,,,8.5,€,12/10/2018 00:00,Blanc,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511879110/js9jfkogshpbrztv8ucl.jpg",https://grandsvins.carrefour.fr/product/domaine-edmond-rentz-les-murets-16,https://grandsvins.carrefour.fr,"Domaine Edmond Rentz ""Les Murets"" 2016 "
Bernard Magrez,"Grenache, Cinsault, Syrah",2017,Provence,France,75,cl,0,Côtes-de-Provence,Une robe rose saumon.,"En bouche, c'est un rosé fin et équilibré.",Le nez fait le plein de fruits rouges et noirs avec des notes minérales.,"Passionné de vins depuis près de 40 ans, Bernard Magrez a acquis une expérience inestimable auprès de Grands Crus Classés tels que le Château Pape Clément ou le Château la Tour Carnet. Voyageur, il s'est intéressé à la viticulture aux 4 coins du monde et a alors développé des domaines dans de nombreux pays proposant de nouvelles expériences gustatives en nous faisant découvrir des vins étrangers.
",9,,,8.5,€,12/10/2018 00:00,Rosé,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1537262718/mueuxklcmdjairo5mbbv.jpg",https://grandsvins.carrefour.fr/product/bernard-magrez-les-muraires-douce-vie-rose-2017,https://grandsvins.carrefour.fr,"Bernard Magrez Les Muraires ""Douce Vie"" rosé 2017"
Seigneur de Grezette,Malbec,2015,Sud-Ouest,France,75,cl,13.5,Cahors,La robe est d'un rouge intense aux reflets noirs.,"En bouche, le vin est struturé, moderne et élégant. c'est un vin équilibré et frais aux tanins soyeux et à la longueur persistante.","Le nez dévoile des arômes de petits fruits rouges, réhaussés par des notes de réglisse.","Le vignoble du Sud-Ouest est l’un des vignobles les plus hétérogènes de France, avec ses 10 départements couverts, ses 34 Appellations d’Origine Contrôlées, et sa variété de terroirs et cépages utilisés. On retrouve ainsi des vins rouges (56% de la production) puissants, structurés et tanniques au nez d’épices ; des vins blancs (26% de la production) à la fois secs (caractérisés par une jolie fraîcheur) et moelleux, fins et élégants. Les vins rosés représentent 18% de la production.
",17,,,8.5,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1528115961/tq3uwsqqz385wliwfhfh.jpg",https://grandsvins.carrefour.fr/product/seigneur-de-grezette-malegat-rouge-2015,https://grandsvins.carrefour.fr,"Seigneur de Grezette ""Malegat"" Rouge 2015"
Château Tour de Sarrail,"Cabernet Sauvignon, Merlot",2012,Bordeaux ,France ,75,cl,13,Bordeaux,La robe est d'un rouge pourpre.,"En bouche, le vin est rond, gras et présente une belle fraîcheur.",Le nez dévoile des arômes de fruits rouges et noirs bien mûrs.,"Hubert de Boüard &amp; Bernard Pujol sont devenus les propriétaires au début de l'année 2007 du Château Tour de Sarrail en appellation Bordeaux. Située sur un terroir exceptionnel typique de Saint-Emilion, la propriété se trouve à mi-chemin entre Bordeaux et Libourne, dans la commune de Pompignac.",17,,,8.5,€,12/10/2018 00:00,Rouge ,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1528117545/ruysz2etvzmxnogy2pc6.jpg",https://grandsvins.carrefour.fr/product/chateau-tour-de-sarrail-rouge-2012,https://grandsvins.carrefour.fr,Château Tour de Sarrail Rouge 2012
Château Pitray,"Cabernet Sauvignon, Merlot, Malbec",2014,Bordeaux,France,75,cl,13.5,Castillon-Côtes de Bordeaux,La robe est d'un rouge rubis.,"En bouche, le vin présente un beau volume. Pourvu de tanins veloutés, sa finale persiste sur un boisé fondu.","Le nez présente des arômes de petits fruits rouges, réhaussés par une délicate touche boisée.","Superbe manoir féodal du XVe siècle, le Château de Pitray est aujourd'hui propriété du Comte et de la Comtesse de Boigne. Leur fils Jean s'occupe de commercialiser les vins de Pitray depuis 2003.",17,,,8.5,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1528117139/izmqctsblwe6iketgpb2.jpg",https://grandsvins.carrefour.fr/product/chateau-pitray-rouge-2014,https://grandsvins.carrefour.fr,Château Pitray Rouge 2014
Champs des Louys,Cabernet Franc,2017,Val de Loire,France,75,cl,12,Bourgueil,La robe est d'un rouge brillant et soyeux.,"En bouche, le vin est souple et frais. La finale est longue avec beaucoup de notes de fruits rouges et de poivre.",Le nez révèle des arômes de fruits rouges.,"Autrefois, au XVème siècle, la propriété était une ferme fortifiée. Plus tard, elle devint un manoir ; puis, au cours du XVIème siècle, elle devint un Château. L'auteur français Charles Perrault puisa son inspiration dans ce Château et l'avait à l'esprit lorsqu'il rédigea &quot;La Belle au Bois Dormant&quot;.",15,,,8.5,€,12/10/2018 00:00,Blanc,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1528117042/okfgzgu7ltewoqzxumkw.jpg",https://grandsvins.carrefour.fr/product/champs-de-louys-rouge-2017,https://grandsvins.carrefour.fr,Champs des Louys Rouge 2017
Gérard Bertrand,"Grenache, Syrah, Mourvèdre",2015,Languedoc-Roussillon,France,75,cl,14,Languedoc,D'un rouge rubis soutenu et brillant.,"En bouche, un vin rond et charnu qui se développe sur une longue finale minérale.",Un nez sur des arômes de fruits rouges tels que la fraise et la framboise.,"Gérard Bertrand est l'un des plus grands propriétaires de châteaux mais aussi un experts des vins du Sud de la France. A ce jour, il est à la tête de 14 domaines viticoles et 750 hectares de vignes à travers le Languedoc.
",17,,,8.5,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1530007594/coaas7a7ccs8pyxidntn.jpg",https://grandsvins.carrefour.fr/product/gerard-bertrand-cap-insula-rouge-2015,https://grandsvins.carrefour.fr,"Gérard Bertrand ""Cap Insula"" Rouge 2015"
Domaine La Reverie Reflets de France,,2016,Vallée du Rhône,France,75,cl,0,Vacqueyras,,,,"Le label &quot;Reflets de France&quot; créé en 1996 souhaite mettre en avant un art de vivre à la française. Reflets de France attache une importance considérable à sélectionner rigoureusement des produits provenant de producteurs locaux et d’entreprises familiales. Pour cela, Joël Robuchon, chef le plus étoilé du monde et grand connaisseur de la gastronomie française, en est l'ambassadeur. Outre le fait d'associer son nom à cette marque, Joël Robuchon goûte et approuve chacun d'entre eux. Afin de garantir leur qualité, les produits Reflets de France doivent suivre un cahier des charges strict. Ainsi, un grand nombre de personnes peuvent découvrir toutes les richesses emblématiques du patrimoine culinaire français.",0,,,8.5,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935293/lshf4gpjbfpjt4bjtr0x.jpg",https://grandsvins.carrefour.fr/product/domaine-la-reverie-reflets-de-france-2016,https://grandsvins.carrefour.fr,"Domaine La Reverie ""Reflets de France"" 2016"
Château de Mauvanne,"Grenache, Cinsault, Syrah, Tibouren, Rolle",2017,Provence-Corse,France,75,cl,12.5,Côtes de Provence,La robe est d'un rose pâle brillant et limpide.,"En bouche, le vin est fruité, aromatique et frais et s'exprime sur des notes de fruits à chair blanche.",Le nez révèle des arômes de petits fruits rouges et de pêche.,"L’histoire du Château de Mauvanne, Cru Classé de Provence, remonte au 17e siècle et doit son nom aux « Seigneurs de Mauvans ». Depuis cette époque, de nombreux propriétaires se sont succédé à sa tête, dont l'artiste Simone Berriau. Elle fait l'acquisition du domaine en 1934 et entreprend de le restaurer. A cette époque, les vins du châteaux connaissent un tel succès qu'ils se retrouvent sur les plus grandes tables parisiennes.
",9,,,8.5,€,12/10/2018 00:00,Rosé,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1523869122/qbxqxhppmshy3xlejc6b.jpg",https://grandsvins.carrefour.fr/product/chateau-mauvanne-rose-2017,https://grandsvins.carrefour.fr,Château de Mauvanne Rosé 2017
Domaine de l'Oiselet,"Grenache, Cinsault, Syrah, Mourv_dre",2017,Vallée du Rhône ,France,75,cl,0,Vacqueyras,La robe est d'un joli rouge.,La bouche révèle des arôme de fruits rouges sur une pointe de romarin.,Le nez est structuré avec une belle texture. ,"Le Domaine familial de production Bio se situe à proximité du Mont Ventoux au coeur de l'appellation Vacqueuras. 
",0,,,8.5,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1528445147/qcn8gububbbemec1lbpw.jpg",https://grandsvins.carrefour.fr/product/domaine-de-l-oiselet-rouge-2017,https://grandsvins.carrefour.fr,Domaine de l'Oiselet Rouge 2017
Domaine des Vignes Sous l'Eglise,Chardonnay (100%),2015,Bourgogne,France,75,cl,12.5,Montagny,La robe est d'un jaune doré et brillant.,"En bouche, l'attaque est fraîche et ronde. Le vin présente une belle palette aromatique déjà perçue au nez avant de s'intensifier sur des notes épicées.","Le nez est très expressif et révèle des arômes de fruits secs, et d'épices avant d'évoluer sur un parfum de fleurs blanches.",Le Montagny est un produit du vignoble de Bourgogne qui produit du vin blanc tranquille. Il se situe sur la région viticole de la côte chalonnaise. ,11,,,8.5,€,12/10/2018 00:00,Blanc,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1530001864/uvoqgj5iomzegjwm4xqa.jpg",https://grandsvins.carrefour.fr/product/domaine-vignes-sous-eglise-blanc-2014,https://grandsvins.carrefour.fr,Domaine des Vignes Sous L'Eglise Blanc 2014
Domaine Jean-Luc Colombo,"Grenache (60%), Syrah (40%)",2016,Vallée du Rhône,France,75,cl,0,Vinsobres,La robe est d'un rouge rubis soutenu et brillant.,"En bouche, le vin est suave et harmonieux. Pourvu de tanins fins, sa palette aromatique persiste en finale sur des touches de garrigues et de fruits rouges.","Le nez révèle des arômes expressifs de petits fruits acidulés comme l'airelle, réhaussés de notes épicées.","Jean-Luc Colombo, vigneron et œnologue à Cornas, révèle à travers ses vins les plus beaux terroirs de la Vallée du Rhône et de la Méditerranée. Aidé par sa fille Laure, les vins produits sont synonymes de finesse et possèdent un joli potentiel de garde.",17,,,8.5,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1519921064/mrp2zn6efbcluh3mekwq.jpg",https://grandsvins.carrefour.fr/product/domaine-jean-luc-colombo-pied-terre-2016,https://grandsvins.carrefour.fr,"Jean-Luc Colombo ""Pied de la Terre"" 2016"
Domaine de Torracia,"Grenache, Syrah, Niellucio, Sciacarello",2017,Provence-Corse,France,75,cl,12.5,,La robe est d'un jaune pâle aux reflets verts.,"En bouche, le vin est rond et délicat.","Le nez dévoile des arômes de fruits blancs et d'agrumes, réhaussés par des notes végétales rappelant le maquis.","Le domaine de Toraccia produit ses vins en Corse, près de Porto Vecchio.",11,,,8.5,€,12/10/2018 00:00,Blanc,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1530001298/ssogojpvx9ibrsqhcsug.jpg",https://grandsvins.carrefour.fr/product/domaine-torraccia-nivatoli-2017,https://grandsvins.carrefour.fr,"Domaine de Torraccia ""Nivatoli"" 2017"
