Producteur,AssemblageCepage,Millesime,Region,Pays,Contenance,ContenanceUnit,DegreeAlcool,appellation,CommBouche,CommOeil,CommNez,CommVin,Temperature,BestBefore,BestAfter,Prix,PrixDevise,DateCrawl,Couleur,UrlImage,UrlPageVin,UrlSiteSource,NomVin
Cave de Rauzan,"Cabernet Sauvignon, Merlot",2016,Bordeaux,France,75,cl,12.5,Bordeaux ,,,,,0,,,4.5,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1527254739/s5jodauqyjrxoyxynaot.jpg",https://grandsvins.carrefour.fr/product/chateau-mayne-cabanot-2016,https://grandsvins.carrefour.fr,Château Mayne Cabanot 2016
Vignobles Laur,Malbec (100%),2014,Sud-Ouest,France,75,cl,12,Cahors,De beaux arômes puissants de fruits des bois et de fruits noirs.,,"En bouche, un vin gourmand, frais avec de beaux tanins équilibrés.","Château Laur est un magnifique domaine de 46 hectares sur les collines de Floressas en appellation Cahors. Les vignobles Laur c'est une histoire qui perdure depuis 6 générations et garde toujours le même désir : celui de produire des grands vins de qualité. Actuellement trois générations travaillent ensemble; les anciens qui apportent connaissance et savoir à la nouvelle génération. Les plus jeunes, eux, apportent de nouvelles techniques et un nouveau regard. Le cépage roi de l'appellation Cahors est le Malbec, cépage que la famille Laur a su apprendre durant de nombreuses années à apprivoiser et à en devenir le fervent défenseur. Les vins de la propriété sont en 100% malbec. Une conduite du vignoble en culture raisonnée dans le respect de la nature et de l'environnement. ",17,,,4.5,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505934983/uassntr02tmyagdo3u46.jpg",https://grandsvins.carrefour.fr/product/chateau-laur-prestige-cuvee-prestige-2014,https://grandsvins.carrefour.fr,"Château Laur ""Cuvée Prestige"" 2014"
Maison Hébrard,"Cabernet Franc, Merlot",2016,Bordeaux,France,37.5,cl,13.5,Saint-Emilion,,,,Château Perey-Chevreuil se trouve dans l'emblématique appellation de Saint Emilion.,18,,,4.5,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1523260715/phjtidwjkqyrsrvuanun.jpg",https://grandsvins.carrefour.fr/product/37-5-chateau-perey-chevreuil-16,https://grandsvins.carrefour.fr,Château Perey Chevreuil 2016 Demi Bouteille
Claude et David Vigouroux,"Syrah (50%), Négrette (50%)",2015,Sud-Ouest,France,75,cl,12.5,Fronton,La robe est sombre.,Une bouche ronde et puissante.,Le nez est puissant et légèrement mentholé avec des notes de fruits noirs.,La famille Vigouroux exploite les vignes de père en fils depuis 1882 un beau domaine de 50 hectares. David Vigouroux a repris le château Baudare en 2000 : &quot;J'ai sélectionné cette cuvée de négrette et syrah pour ses raisins bien mûrs et gorgés de soleil. Un cépage oublié qui mérite d'être redécouvert pour son fruité.&quot;,18,,,4.5,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505934955/tbjjcphxtgcosuhrgszf.jpg",https://grandsvins.carrefour.fr/product/chateau-baudare-vieilles-vignes-2015,https://grandsvins.carrefour.fr,Château Baudare Vieilles Vignes 2015
La Cave d'Augustin Florent ,,2016,Bordeaux,France,75,cl,0,Médoc,,,,La Cave d'Augustin Florent élabore un vin typique de l'appellation du Médoc. ,17,,,4.5,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1517591477/egvzemhsvc4mzkkomkpi.jpg",https://grandsvins.carrefour.fr/product/la-cave-d-augustin-florent-medoc-rge-2016,https://grandsvins.carrefour.fr,La Cave d'Augustin Florent 2016
Dauvergne &amp; Ranvier,"Grenache, Syrah",2015,Vallée du Rhône,France,75,cl,14.5,Luberon,La robe est d'un joli rouge intense et brillant.,"En bouche, le vin est à la fois tendre et doux, un délice.",Le nez est très gourmand et révèle des notes de fruits rouges comme le cassis et la framboise.,"En 2004, François Dauvergne et Jean-François Ranvier, deux passionnés du vin, concrétisent leur rêve de créer leurs propres cuvées. Grâce à une sélection stricte des meilleures parcelles de leurs vignes et aux conseils de célèbres vignerons de la Vallée du Rhône, ils connaissent un succès grandissant. 
",18,,,4.5,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1516371804/veln1nlko1bqgquhr4cf.jpg",https://grandsvins.carrefour.fr/product/dauvergne-ranvier-de-natura-rerum-rouge-15,https://grandsvins.carrefour.fr,"Dauvergne et Ranvier ""De Natura Rerum"" Rouge 2015"
Cave de l'Ormarine,Piquepoul Blanc,2017,Languedoc-Roussillon,France,75,cl,0,Picpoul de Pinet,La robe est d'un jaune or aux reflets brillants.,"En bouche, le vin est équilibré et vif. Il évolue sur des saveurs citronnées et laisse apparaître une légère amertume typique du cépage.",Le nez est généreux et présente des arômes d'agrumes et de fruits à chair blanche frais.,"La Cave de l'Ormarine naît en 1922 de l'association des vignerons de Pinet, dans le Languedoc-Roussillon.",9,,,4.55,€,12/10/2018 00:00,Blanc,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1516724217/upjae5c3vv9mmrftylld.jpg",https://grandsvins.carrefour.fr/product/picpoul-de-pinet-2017,https://grandsvins.carrefour.fr,Ormarine  2017
La Cave d'Augustin Florent,Pinot noir,2014,Bourgogne,France,75,cl,12,Coteaux Bourguignons,Le robe est d'un grenat brillant.,"En bouche, le vin est fruité et gouleyant.",Le nez présente des arômes de fruits rouges frais et de vanille.,Des vins au bon rapport qualité prix : La cave d'Augustin Florent signe ses vins et engage son nom sur cette offre. Un cahier des charges est signé pour chaque référence ; les vins sont dégustés par nos experts et contrôlés par nos laboratoires internes ou externes.,16,,,4.6,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1516192810/gjmz0fqktvh5el1cfhta.jpg",https://grandsvins.carrefour.fr/product/la-cave-augustin-florent-coteaux-bourguignons-rouge-2014,https://grandsvins.carrefour.fr,"La Cave d'Augustin Florent ""Coteaux Bourguignons"" Rouge 2014"
,"Carignan, Grenache, Syrah, Mourvèdre",2016,Languedoc-Roussillon ,France,75,cl,12.5,Saint-Chinian,La robe est d'un rouge rubis.,"En bouche, le vin est souple et rond avec des tanins fondus. La finale est persistante sur de jolies saveurs de fruits mûrs.",Le nez dévoile des arômes de fruits rouges comme la cerise ou le cassis mêlés à de légères et subtiles notes épicées.,"Le Camp Redon est produit dans le Languedoc, en appellation Saint-Chinian.",17,,,4.6,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1516181984/xysruj3abtj0jdnovxjh.jpg",https://grandsvins.carrefour.fr/product/le-camp-redon-16,https://grandsvins.carrefour.fr,Le Camp Redon 2016
Baron Philippe de Rothschild,"Cabernet Sauvignon, Merlot",2016,Bordeaux,France,37.5,cl,13.5,Bordeaux,La robe s'habille d'un joli carmin aux reflets pourpres.,"Une bouche fine et souple. On y retrouve les fruits rouges du nez tels que la groseille, la mure et la cerise. La finale est longue avec de fins tanins et une belle minéralité.",Un nez mêlant des notes d'herbes aromatiques aux fruits rouges et noirs.,"C'est en 1922 que le Baron Philippe de Rothschild prend la tête du Château Mouton Rothschild. Désireux de changer profondément les codes du monde du vin traditionnel, il entreprend de conduire au sommet l'image du château familial et d'étendre considérablement ses activités viticoles.
",18,,,4.6,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1534493029/vq5v6fbe6kzcamwilgf0.jpg",https://grandsvins.carrefour.fr/product/mouton-cadet-rouge-2016-demi-bouteille,https://grandsvins.carrefour.fr,Mouton Cadet Rouge 2016 Demi Bouteille
Château Lalande,"Cabernet Sauvignon, Merlot, Petit verdot",2015,Bordeaux ,France ,75,cl,0,Blaye-Côtes-de-Bordeaux,"Robe grenat soutenu, reflets violines.","La bouche, est agréable et souple et se finit sur une belle note fruité. ","Le nez est séduisant sur des notes de fruits nois, violettes ainsi qu'une pointe d'épices. ","&quot;Côtes de Blaye est située sur la rive droite de la Gironde, à 45km de Bordeaux. 
",15,,,4.6,€,12/10/2018 00:00,Rouge ,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1528118575/hw3jejlfvva2cby8lkpb.jpg",https://grandsvins.carrefour.fr/product/chateau-lalande-rouge-2015,https://grandsvins.carrefour.fr,Château Lalande Rouge 2015
Domaines des Herbauges,Melon de Bourgogne (100%),2017,Vallée de la Loire et Centre,France,75,cl,12,Muscadet Côtes de Grandlieu,La robe est d'une jolie couleur or blanc.,,Le nez dévoile des arômes frais et intenses de fruits à chair blanche.,"Domaine familial créé en 1864. Tournée en Agriculture Raisonnée depuis 1982, le domaine est aujourd'hui certifié Terra-Vitis
",13,,,4.6,€,12/10/2018 00:00,Blanc,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1530014986/tzupkq5hycnm2hp004od.jpg",https://grandsvins.carrefour.fr/product/domaine-herbauges-vieilles-vignes-17,https://grandsvins.carrefour.fr,"Domaines des Herbauges, Vieilles Vignes, ""Reflets de France"" 2017"
Famille Decamps,"Cabernet Sauvignon, Grenache, Syrah",2016,Provence-Corse,France,75,cl,12,Coteaux d'Aix-en-Provence,Une robe rose clair.,Une bouche charnue et très souple. ,"Au nez on remarque des notes de fleurs blanches, arômes très subtils.","Propriété qui existe depuis le XVIII ème siècle, détruit en 1909 par un tremblement de terre il a été entièrement reconstruit. La famille Decamps a racheté la propriété au XXème siècle.
",10,,,4.6,€,12/10/2018 00:00,Rosé,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935192/ax0vwhpmq4n0osudafyh.jpg",https://grandsvins.carrefour.fr/product/chateau-montaurone-2016,https://grandsvins.carrefour.fr,Château Montaurone 2016
La Cave d'Augustin Florent ,,2017,Val de Loire ,France ,75,cl,12,Bourgueil,Une belle couleur rouge brillante.,"En bouche, on retrouve un vin frais et rond. Un bel équilibre. ",Un nez aux notes de fruits rouges sur des nuances de réglisse. ,Un vin issu des cépage de l'appellation Bourgueil située dans la Vallée de la Loire. ,15,,,4.6,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1527496459/covi5cptauvnaroryafc.jpg",https://grandsvins.carrefour.fr/product/la-cave-d-augustin-florent-bourgueil-rouge-2017,https://grandsvins.carrefour.fr,"La Cave d'Augustin Florent ""Bourgueil"" Rouge 2017"
Famille Decamps,,2017,Provence-Corse,France,75,cl,13,Coteaux d'Aix-en-Provence,Une jolie couleur rosé pâle. ,"En bouche, une belle fraîcheur une jolie vivacité.  ","Au nez, on retrouve des notes de fruits rouges. ",,10,,,4.6,€,12/10/2018 00:00,Rosé,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1525854577/vrzbrhbtnqf3tkpascd0.jpg",https://grandsvins.carrefour.fr/product/chateau-montaurone-rose-2017,https://grandsvins.carrefour.fr,Château Montaurone 2017
Malesan,"Cabernet Franc, Cabernet Sauvignon, Merlot",2016,Bordeaux,France,75,cl,12.5,Bordeaux,La robe est d'un rouge soutenu aux reflets grenats lumineux.,"En bouche, le vin est ample, riche et aromatique dévoilant d'agréables notes de fruits noirs. ",Le nez est parfumé et dévoile des notes intenses de fruits noirs mêlées à de légères notes de boisé et vanillée.,"Malesan produit des vins de Bordeaux en blanc, en rouge et en rosé. Il produit également des crémants de Bordeaux.",17,,,4.6,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1516723746/etjqohohzirghzzmkdrq.jpg",https://grandsvins.carrefour.fr/product/malesan-2016,https://grandsvins.carrefour.fr,Malesan 2016
Les Vins du Littoral,,2016,Languedoc-Roussillon,France,75,cl,13,Corbières,La robe est d'un rouge grenat soutenu.,"En bouche, le vin est intense, rond et chaleureux.",Le nez dévoile des des notes agréables de cassis et de mûres mêlés à des touches d'épices.,"&quot;Sol de Veredus&quot; est produit dans l'appellation Corbières, située dans le Languedoc-Roussillon.",17,,,4.6,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1516298929/igyaqmlfnylxlxcyjlhv.jpg",https://grandsvins.carrefour.fr/product/sol-de-veredus-corbieres,https://grandsvins.carrefour.fr,Sol de Veredus 2016
La Cave d'Augustin Florent ,Gamay (100%),2015,Beaujolais,France,75,cl,13,Beaujolais Villages,Une robe grenat profond.,La bouche est ronde et gourmande. ,Des arômes de fruits bien noirs sur le cassis et la cerise noire.,La Cave d'Augustin Florent élabore un beaujolais villages typique de l'appellation avec pour cépage principal le Gamay. ,15,,,4.65,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1516301511/lqovlytbx1e7g0d47i6u.jpg",https://grandsvins.carrefour.fr/product/la-cave-d-augustin-florent-beaujolais-village-2015,https://grandsvins.carrefour.fr,La Cave d'Augustin Florent 2015
Jacques Beaujau,Cabernet Franc,2016,Val de Loire,France,75,cl,0,Anjou,La robe est d'un rouge rubis soutenu et brillant.,"En bouche, le vin est généreux, les tanins sont fondus et la palette aromatique est très prononcée sur les fruits rouges.",Le nez révèle des arômes de fruits rouges et de fruits noirs.,,16,,,4.65,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1516617382/wev0lfkwgug2pt3spqag.jpg",https://grandsvins.carrefour.fr/product/baron-de-la-variere-2016,https://grandsvins.carrefour.fr,Baron de la Varière 2016
Groupe Bestheim,Riesling,2016,Alsace,France,75,cl,0,Alsace,La robe est d'un jaune pâle brillant et limpide.,"En bouche, le vin est fruité, frais et équilibré.",Le nez est expressif et révèle des arômes de fruits blancs et d'agrumes associés à une jolie touche minérale.,La Maison Heim a été fondée en 1765 est une maison de négoce appartenant au groupe Bestheim. ,9,,,4.65,€,12/10/2018 00:00,Blanc,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1516722831/fittt7dv4ebgs4xp4wwh.jpg",https://grandsvins.carrefour.fr/product/maison-heim-riesling-2016,https://grandsvins.carrefour.fr,Maison Heim Riesling 2016
Alain Aubert,"Grenache, Cinsault, Syrah, Mourvèdre",2017,Vallée du Rhône,France,75,cl,14.5,Côtes du Rhône Villages,La robe est d'un rouge sombre aux reflets violines.,"En bouche, le vin est à la fois souple et élégant.","Le nez dévoile des arômes de fruits rouges, réhaussés par des notes de sous-bois.","Le label &quot;Reflets de France&quot; créé en 1996 souhaite mettre en avant un art de vivre à la française. Reflets de France attache une importance considérable à sélectionner rigoureusement des produits provenant de producteurs locaux et d’entreprises familiales. Pour cela, Joël Robuchon, chef le plus étoilé du monde et grand connaisseur de la gastronomie française, en est l'ambassadeur. Outre le fait d'associer son nom à cette marque, Joël Robuchon goûte et approuve chacun d'entre eux. Afin de garantir leur qualité, les produits Reflets de France doivent suivre un cahier des charges strict. Ainsi, un grand nombre de personnes peuvent découvrir toutes les richesses emblématiques du patrimoine culinaire français.
",17,,,4.7,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1527512023/d05kb84wmqazwisyvm6j.jpg",https://grandsvins.carrefour.fr/product/domaine-du-mistral-reflets-de-france-rouge-2017,https://grandsvins.carrefour.fr,"Domaine du Mistral ""Reflets de France"" Rouge 2017"
Domaine de Bagatelle,"Syrah, Fer Servadou",2016,Sud-Ouest,France,75,cl,12.5,Gaillac,Robe rubis brillante.,"Une bouche souple, équilibrée et intense avec de beaux tanins fins. ",Un nez intense de fruits mûrs et d'épices. ,Le Domaine de Bagatelle est un vin du Sud Ouest produit dans le département du Tarn en appellation Gaillac.,17,,,4.7,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1525859605/gdwdussatujzgfsjgx8u.jpg",https://grandsvins.carrefour.fr/product/domaine-bagatelle-rouge-2016,https://grandsvins.carrefour.fr,Domaine de Bagatelle Rouge 2016
Famille Simonnet,"Cabernet Franc, Cabernet Sauvignon, Merlot",2014,Sud-Ouest,France,75,cl,13.5,Côtes du Marmandais,,,,"L'histoire du Château Côte de France commence avec les parents de Jean-Jacques Simonnet, Thérese et Charles. En 1959, la famille Simonnet, originaire de Gironde, vient s'installer dans le Lot-et-Garonne en tant qu'agriculteurs. Ils débutent dans une exploitation d'environ 25 hectares en polyculture avec principalement de l'élevage bovin, des céréales, des tomates de Marmande et seulement 4 hectares de vignes dont des parcelles de notre cépage traditionnel l'Abouriou, planté en 1950 et toujours existant aujourd'hui. C'est à la fin des années 1960 que la famille Simonnet obtient l'appellation VDQS (Vin De Qualité Supérieure) ancêtre de l'AOC (Appellation d'Origine Contrôlée). Fort de cette reconnaissance qualitative, ils décident de planter de nouveaux cépages : Merlot et Syrah. Ce n' est qu'une dizaine d'années plus tard qu'ils font l'acquisition de leur propre exploitation à Beyssac, qui représente à l'époque 12 hectares dont 3 hectares de vignes en AOC en vue de l'installation de leur fils Jean-Jacques. Puis, c'est au tour de Jean-Jacques et François Simonnet, seconde génération, de faire l'acquisition d'une propriété de 8 hectares à Escassefort et de s'y installer. Le domaine deviendra par la suite Château Côte de France. Au fur et à mesure des années, la famille Simonnet fait l'acquisition de plusieurs parcelles sur les divers terroirs de l'appellation. Aujourd'hui, ils travaillent en association avec leur fils Thierry et leur fille Coralie, qui est aujourd'hui, en plus d'être copropriétaire Château Côte de France, Caviste en Bretagne afin de transmette sa passion du vin. 
",0,,,4.7,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505934943/xq2rzvj3qg02xe5boy2t.jpg",https://grandsvins.carrefour.fr/product/chateau-cote-de-france-2014,https://grandsvins.carrefour.fr,Château Côte de France 2014
Domaine Bonfils,Merlot,2016,Languedoc-Roussillon,France,75,cl,13,Languedoc,La robe est d'un joli rouge soutenu aux reflets violacés.,"En bouche, le vin est souple et agréable sur un bouquet fruité et frais. La finale en bouche est persistante.",Le nez révèle des arômes de fruits rouges comme la garrigue auxquels se marient des notes de café et de réglisse.,,16,,,4.7,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1516627389/yutz5jbrqtnxsy7es36g.jpg",https://grandsvins.carrefour.fr/product/font-des-prieurs-2016,https://grandsvins.carrefour.fr,Font des Prieurs2016
Cave de Roquebrun,"Grenache Blanc, Roussanne",2016,Languedoc-Roussillon,France,75,cl,13,Saint-Chinian,La robe est d'un jaune intense aux nuances de vert.,"En bouche, l'attaque est franche et tonique et se poursuit sur un bouquet très floral.","Le nez révèle des arômes intenses de fleurs, associées à des notes minérales.","Créée en 1967, la Cave de Roquebrun produit des vins sur les appellations Languedoc, Saint-Chinian et Pays d’Oc. Située près de la commune de Saint-Chinian, l’appellation du même nom produit des vins souples, fruités et généreux dans les trois couleurs.",9,,,4.75,€,12/10/2018 00:00,Blanc,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1515073009/b0iqsl3oerqvjj3sjic3.jpg",https://grandsvins.carrefour.fr/product/col-de-la-serre-blanc-2016,https://grandsvins.carrefour.fr,Col de la Serre 2016
Château de la Roche,Sauvignon blanc,2017,,France,75,cl,12,Touraine,La robe est d'un jaune pâle.,"En bouche, le vin est aromatique, rond et bien équilibré.",Le nez dévoile des arômes fruités de cédrat et de pamplemousse évoluant sur des notes florales de genêt accompagnées de touches épicées.,"Le label &quot;Reflets de France&quot; créé en 1996 souhaite mettre en avant un art de vivre à la française. Reflets de France attache une importance considérable à sélectionner rigoureusement des produits provenant de producteurs locaux et d’entreprises familiales. Pour cela, Joël Robuchon, chef le plus étoilé du monde et grand connaisseur de la gastronomie française, en est l'ambassadeur. Outre le fait d'associer son nom à cette marque, Joël Robuchon goûte et approuve chacun d'entre eux. Afin de garantir leur qualité, les produits Reflets de France doivent suivre un cahier des charges strict. Ainsi, un grand nombre de personnes peuvent découvrir toutes les richesses emblématiques du patrimoine culinaire français.
",9,,,4.75,€,12/10/2018 00:00,Blanc,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1527252565/pa9dphwihtbp3x4dgodo.jpg",https://grandsvins.carrefour.fr/product/chateau-de-la-roche-blanc-2017,https://grandsvins.carrefour.fr,Château de la Roche Blanc 2017
Cave de Roquebrun,"Grenache (35%), Syrah (65%)",2016,Languedoc-Roussillon,France,75,cl,13,Saint-Chinian,La robe est d'un joli rose foncé aux reflets cerise.,"En bouche, le vin est ample et bien équilibré. La finale est longue et aromatique.",Le nez révèle des arômes fruités de framboise et de cassis.,"Créée en 1967, la Cave de Roquebrun produit des vins sur les appellations Languedoc, Saint-Chinian et Pays d’Oc. Située près de la commune de Saint-Chinian, l’appellation du même nom produit des vins souples, fruités et généreux dans les trois couleurs.",12.5,,,4.8,€,12/10/2018 00:00,Rosé,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1516371290/jcv5d8usj6ksfkrh8cfw.jpg",https://grandsvins.carrefour.fr/product/col-de-la-serre-2016,https://grandsvins.carrefour.fr,Col de la Serre 2016
Denis Alibert ,"Grenache, Syrah",2016,Provence-Corse,France,75,cl,13,Coteaux d'Aix-en-Provence,Une belle robe pâle au reflet brillants.,,"Une bouche grasse et ronde, très belle longueur","Vignoble situé au Nord-Est de Aix en Provence, celui ci s'étend sur 25 hectares. Denis Alibert élabore son vin grâce à une vinification traditionnelle. ",11,,,4.8,€,12/10/2018 00:00,Rosé,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509291381/ae4s68jthf56ltmnwdnl.jpg",https://grandsvins.carrefour.fr/product/domaine-les-toulons-2016,https://grandsvins.carrefour.fr,Domaine les Toulons 2016
Col de la Serre,"Roussanne, Grenache Blanc",2017,Languedoc-Roussillon,France,75,cl,13,Saint-Chinian,La robe est d'un jaune intense aux nuances de vert.," En bouche, l'attaque est franche et tonique et se poursuit sur un bouquet très floral."," Le nez révèle des arômes intenses de fleurs, associées à des notes minérales.","Créée en 1967, la Cave de Roquebrun produit des vins sur les appellations Languedoc, Saint-Chinian et Pays d’Oc. Située près de la commune de Saint-Chinian, l’appellation du même nom produit des vins souples, fruités et généreux dans les trois couleurs.
",9,,,4.8,€,12/10/2018 00:00,Blanc,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1531149222/sxljdfcilqcgxhufc2vp.jpg",https://grandsvins.carrefour.fr/product/col-de-la-serre-17,https://grandsvins.carrefour.fr,Col de la Serre Blanc 2017
Frères Couillaud ,Chardonnay (100%),2016,Val de Loire,France,75,cl,12,Val de Loire ,Un robe or pâle aux reflets brillants.,"En bouche, un vin souple, avec beaucoup d'élégance et de corps. ","Un nez qui s'ouvre sur des notes minérales, d'agrumes et de pêche.",Le Domaine Petit Château appartient aux frères Couillaud. Ils signent ici un très joli vin blanc a base de Chardonnay. Il est élevé partiellement en barriques de chêne. Vous ne vous y tromperez pas si vous souhaitez le boire avec un beau plateau de fruits de mer ou encore un plateau de fromage ! Vous n'en reviendrez pas ! ,12,,,4.8,€,12/10/2018 00:00,Blanc ,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1529999429/t9p8tqfry9aygbfpgmpg.jpg",https://grandsvins.carrefour.fr/product/domaine-petit-chat-cuvee-prestige-16,https://grandsvins.carrefour.fr,"Domaine Petit Château ""Cuvée Prestige"" Chardonnay 2016"
La Cave d'Augustin Florent,Riesling (100%),2017,Alsace,France,75,cl,12,Alsace,La robe est d'un jaune pâle aux reflets verts.,"En bouche, le vin est à la fois vif et équilibré.",Le nez dévoile des arômes d'agrumes et de fleurs blanches.,La Cave d'Augustin Florent élabore des vin typique de la région d'Alsace. Un vin produit uniquement à partir du cépage Riesling.,9,,,4.8,€,12/10/2018 00:00,Blanc,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1530005012/chyouwlslvvhfg9f0pff.jpg",https://grandsvins.carrefour.fr/product/cave-augustin-florent-alsace-riesling-blanc-2017,https://grandsvins.carrefour.fr,"La Cave d'Augustin Florent ""Alsace Riesling"" Blanc 2017"
Château La Croix des Lamberts,,2014,Bordeaux,France,75,cl,0,Côtes de Bourg,La robe est d'un rouge aux reflets violets.,"En bouche, le vin est à la fois complexe et d'une belle élégance. Sa palette aromatique révèle des flaveurs toastées et vanillées qui persistent en fin de bouche.","Le nez dévoile des arômes complexes de fruits noirs, relevés par des notes épicées et de violette.",Le Château La Croix des Lamberts est une propriété appartenant à la famille Grimard depuis 4 générations.,17,,,4.8,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1522078241/fbogsd7ubqro9zhandwj.jpg",https://grandsvins.carrefour.fr/product/chateau-croix-lamberts-rouge-2014,https://grandsvins.carrefour.fr,Château La Croix des Lamberts Rouge 2014
Cave de Roquebrun,"Grenache, Syrah, Mourvèdre",2017,Languedoc-Roussillon,France,75,cl,12.5,Saint-Chinian,La robe est d'un rouge pourpre intense.,"En bouche, le vin est puissant et rond. La palette aromatique est fruitée et persistante en finale.","Le nez dévoile des arômes puissants de fruits mûrs, associés à des notes épicées.","Créée en 1967, la Cave de Roquebrun produit des vins sur les appellations Languedoc, Saint-Chinian et Pays d’Oc. Située près de la commune de Saint-Chinian, l’appellation du même nom produit des vins souples, fruités et généreux dans les trois couleurs.",15,,,4.8,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1520007709/qakuo9dasrajfgmwhq3u.jpg",https://grandsvins.carrefour.fr/product/col-de-la-serre-2017,https://grandsvins.carrefour.fr,Col de la Serre 2017
Frères Couillaud,Sauvignon blanc,2017,Val de Loire,France,75,cl,12,Val de Loire,La robe est claire avec des reflets verts.,La bouche est ample avec beaucoup de finesse.,Le nez possède de jolies notes d'agrumes et de fleurs blanches.,"Les frères Couillaud signent un très beau Sauvignon issu de leur terroir de micaschistes. Le nez est très accueillant par ses parfums de pamplemousse, d'ananas et de pêche. Un sauvignon frais et souple, idéal pour accompagner un poisson en sauce, des noix de saint jacques, un chèvre chaud ou tout simplement à l'apéritif.",11,,,4.8,€,12/10/2018 00:00,Blanc,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1527495601/vixtkcgztxhq22cysgsj.jpg",https://grandsvins.carrefour.fr/product/domaine-du-petit-chateau-cuvee-prestige-sauvignon-blanc-2017,https://grandsvins.carrefour.fr,"Domaine du Petit Château ""Cuvée Prestige Sauvignon"" Blanc 2017"
Cave coopérative des vignerons de Duras ,,2014,Sud-Ouest,France,75,cl,12.5,Côtes de Duras ,,,,"Fondée en 1965, la cave coopérative de Duras rassemble 120 viticulteurs qui cultivent 1 000 hectares de vignes. Attentifs à la nature, les Vignerons de Berticot ont entrepris une démarche d'agriculture biologique de leurs plus belles parcelles. On retrouve BB de Berticot dans la région du Sud-Ouest en appellation Côtes de Duras. ",16,,,4.85,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1516266797/gmpvu5ii2o0c3ulzi3tx.jpg",https://grandsvins.carrefour.fr/product/bb-de-berticot-14,https://grandsvins.carrefour.fr,BB de Berticot 2014
